Area;Year;Month;Labor Force;Employed;Unemployed;Unemployment Rate                                                                                                                                                                      
Ulster County;2021;1;85400;79900;5500;06. Mai
Ulster County;2021;2;85500;79900;5600;06. Mai
Ulster County;2021;3;86200;81000;5200;6.0
Ulster County;2021;4;86600;82300;4400;5.0
Ulster County;2021;5;87400;83400;4000;04. Jun
Ulster County;2021;6;88900;84400;4500;05. Jan
Ulster County;2021;7;88900;84500;4300;04. Sep
Ulster County;2021;8;87700;83600;4100;04. Jun
Ulster County;2021;9;87800;84400;3400;03. Sep
Ulster County;2021;10;87000;84000;3000;03. Mai
Ulster County;2021;11;86400;83700;2800;03. Feb
Ulster County;2021;12;85800;83300;2500;02. Sep
Ulster County;2020;1;90000;86200;3800;04. Feb
Ulster County;2020;2;89900;86100;3800;04. Feb
Ulster County;2020;3;89200;84900;4300;04. Aug
Ulster County;2020;4;85700;70900;14800;17. Feb
Ulster County;2020;5;87200;76000;11200;12. Aug
Ulster County;2020;6;88300;79200;9100;10. MŠr
Ulster County;2020;7;88500;80000;8500;09. Jun
Ulster County;2020;8;88000;81600;6500;07. Apr
Ulster County;2020;9;87600;82000;5700;06. Mai
Ulster County;2020;10;86800;82200;4600;05. Feb
Ulster County;2020;11;85900;81500;4400;05. Jan
Ulster County;2020;12;85400;80800;4700;05. Mai
Ulster County;2019;1;89100;85400;3700;04. Feb
Ulster County;2019;2;88700;85000;3700;04. Feb
Ulster County;2019;3;89300;85800;3400;03. Aug
Ulster County;2019;4;89200;86400;2800;03. Jan
Ulster County;2019;5;89800;87000;2800;03. Feb
Ulster County;2019;6;90500;87400;3100;03. Mai
Ulster County;2019;7;91300;87700;3500;03. Sep
Ulster County;2019;8;90400;86900;3500;03. Sep
Ulster County;2019;9;90700;87700;3000;03. MŠr
Ulster County;2019;10;90800;87800;3000;03. MŠr
Ulster County;2019;11;90000;87000;3000;03. MŠr
Ulster County;2019;12;89800;86600;3200;03. Mai
Ulster County;2018;1;89000;84600;4400;5.0
Ulster County;2018;2;88900;84400;4600;05. Jan
Ulster County;2018;3;89400;85500;3900;04. Apr
Ulster County;2018;4;89600;86200;3400;03. Aug
Ulster County;2018;5;90500;87400;3100;03. Apr
Ulster County;2018;6;92000;88400;3500;03. Aug
Ulster County;2018;7;92000;88500;3600;03. Sep
Ulster County;2018;8;90800;87200;3500;03. Sep
Ulster County;2018;9;91000;88000;3000;03. MŠr
Ulster County;2018;10;90700;87800;2900;03. Feb
Ulster County;2018;11;89300;86500;2800;03. Feb
Ulster County;2018;12;89400;86200;3200;03. Mai
Ulster County;2017;1;88600;84000;4500;05. Jan
Ulster County;2017;2;88300;83600;4700;05. MŠr
Ulster County;2017;3;88900;84800;4100;04. Jun
Ulster County;2017;4;89100;85300;3900;04. Apr
Ulster County;2017;5;89900;86200;3800;04. Feb
Ulster County;2017;6;91400;87400;4000;04. Apr
Ulster County;2017;7;91100;86900;4200;04. Jun
Ulster County;2017;8;90400;86100;4300;04. Jul
Ulster County;2017;9;90400;86600;3800;04. Feb
Ulster County;2017;10;90200;86400;3800;04. Feb
Ulster County;2017;11;89300;85400;3800;04. MŠr
Ulster County;2017;12;88500;84700;3800;04. MŠr
Ulster County;2016;1;88000;83800;4200;04. Aug
Ulster County;2016;2;87700;83300;4400;5.0
Ulster County;2016;3;88200;84200;4100;04. Jun
Ulster County;2016;4;88200;84400;3800;04. MŠr
Ulster County;2016;5;88600;85000;3500;4.0
Ulster County;2016;6;90000;86100;3900;04. MŠr
Ulster County;2016;7;88900;84700;4200;04. Jul
Ulster County;2016;8;88500;84400;4200;04. Jul
Ulster County;2016;9;88300;84400;4000;04. Mai
Ulster County;2016;10;88100;84300;3800;04. MŠr
Ulster County;2016;11;87000;83400;3700;04. Feb
Ulster County;2016;12;86700;82800;3900;04. Mai
Ulster County;2015;1;86800;81800;5100;05. Aug
Ulster County;2015;2;86400;81300;5100;05. Sep
Ulster County;2015;3;87100;82500;4600;05. MŠr
Ulster County;2015;4;87800;83600;4200;04. Aug
Ulster County;2015;5;88800;84600;4300;04. Aug
Ulster County;2015;6;89900;85600;4300;04. Aug
Ulster County;2015;7;89400;84900;4500;05. Jan
Ulster County;2015;8;88900;84700;4200;04. Jul
Ulster County;2015;9;88400;84600;3900;04. Apr
Ulster County;2015;10;88700;85000;3700;04. Feb
Ulster County;2015;11;87900;84300;3600;04. Jan
Ulster County;2015;12;88000;84200;3800;04. MŠr
Ulster County;2014;1;87600;81600;6000;06. Sep
Ulster County;2014;2;87200;81000;6200;07. Jan
Ulster County;2014;3;87800;82100;5600;06. Apr
Ulster County;2014;4;87500;82800;4700;05. Apr
Ulster County;2014;5;88100;83300;4800;05. Mai
Ulster County;2014;6;89400;84400;5000;05. Jun
Ulster County;2014;7;89400;84100;5300;05. Sep
Ulster County;2014;8;88400;83200;5200;05. Aug
Ulster County;2014;9;87600;83000;4600;05. MŠr
Ulster County;2014;10;88100;83600;4500;05. Jan
Ulster County;2014;11;87000;82500;4400;05. Jan
Ulster County;2014;12;86600;82300;4300;5.0
Ulster County;2013;1;89400;81200;8100;09. Jan
Ulster County;2013;2;89000;81100;7900;08. Aug
Ulster County;2013;3;89200;82200;7100;07. Sep
Ulster County;2013;4;89900;83300;6600;07. MŠr
Ulster County;2013;5;90700;84100;6600;07. Feb
Ulster County;2013;6;92400;85500;6800;07. Apr
Ulster County;2013;7;92400;85500;6900;07. Mai
Ulster County;2013;8;91300;84700;6500;07. Feb
Ulster County;2013;9;90600;84600;6000;06. Jul
Ulster County;2013;10;90300;84400;5900;06. Mai
Ulster County;2013;11;89400;83900;5500;06. Feb
Ulster County;2013;12;88500;83000;5400;06. Jan
Ulster County;2012;1;89900;82000;7900;08. Aug
Ulster County;2012;2;89900;81700;8200;09. Feb
Ulster County;2012;3;90700;82900;7800;08. Jun
Ulster County;2012;4;90800;83400;7400;08. Feb
Ulster County;2012;5;91200;83600;7600;08. Apr
Ulster County;2012;6;92700;84800;7900;08. Jun
Ulster County;2012;7;92200;84000;8200;08. Sep
Ulster County;2012;8;91100;83200;8000;08. Aug
Ulster County;2012;9;90500;83300;7200;8.0
Ulster County;2012;10;91600;84400;7200;07. Aug
Ulster County;2012;11;90200;83400;6800;07. Jun
Ulster County;2012;12;90100;82800;7200;8.0
Ulster County;2011;1;91400;83400;8000;08. Jul
Ulster County;2011;2;91000;83200;7800;08. Jun
Ulster County;2011;3;91500;84300;7200;07. Sep
Ulster County;2011;4;91600;84800;6800;07. Apr
Ulster County;2011;5;91600;84700;6900;07. Mai
Ulster County;2011;6;92500;85300;7200;07. Aug
Ulster County;2011;7;92000;84600;7400;08. Jan
Ulster County;2011;8;91700;84400;7300;8.0
Ulster County;2011;9;90800;83600;7100;07. Sep
Ulster County;2011;10;91700;84800;6900;07. Jun
Ulster County;2011;11;90500;83700;6800;07. Mai
Ulster County;2011;12;90800;83600;7200;07. Sep
Ulster County;2010;1;92700;84500;8200;08. Sep
Ulster County;2010;2;92700;84500;8200;08. Aug
Ulster County;2010;3;93600;85900;7700;08. Feb
Ulster County;2010;4;94600;87400;7200;07. Jul
Ulster County;2010;5;94200;87100;7100;07. Mai
Ulster County;2010;6;95900;88500;7400;07. Aug
Ulster County;2010;7;95000;87300;7700;08. Jan
Ulster County;2010;8;94800;87300;7500;07. Sep
Ulster County;2010;9;93800;86700;7100;07. Mai
Ulster County;2010;10;93300;86400;6900;07. Apr
Ulster County;2010;11;92100;84900;7200;07. Aug
Ulster County;2010;12;91500;84300;7200;07. Sep
Ulster County;2009;1;88800;82100;6700;07. Jun
Ulster County;2009;2;89300;82100;7200;8.0
Ulster County;2009;3;90100;83200;6900;07. Jun
Ulster County;2009;4;90400;84000;6500;07. Jan
Ulster County;2009;5;90200;83400;6700;07. Mai
Ulster County;2009;6;91600;84300;7400;8.0
Ulster County;2009;7;91000;83700;7300;08. Jan
Ulster County;2009;8;91100;83700;7400;08. Jan
Ulster County;2009;9;89700;82400;7200;08. Jan
Ulster County;2009;10;89700;82700;7000;07. Aug
Ulster County;2009;11;89300;82300;7000;07. Aug
Ulster County;2009;12;88600;81300;7400;08. MŠr
Ulster County;2008;1;89200;84400;4900;05. Mai
Ulster County;2008;2;89200;84400;4800;05. Apr
Ulster County;2008;3;89700;85200;4500;5.0
Ulster County;2008;4;90200;86200;4000;04. Apr
Ulster County;2008;5;90000;85600;4500;5.0
Ulster County;2008;6;91700;87000;4700;05. Jan
Ulster County;2008;7;91000;86000;5000;05. Mai
Ulster County;2008;8;90400;85200;5100;05. Jul
Ulster County;2008;9;90000;85000;5100;05. Jun
Ulster County;2008;10;90100;85200;4800;05. Apr
Ulster County;2008;11;89400;84300;5100;05. Jul
Ulster County;2008;12;89300;83600;5700;06. Apr
Ulster County;2007;1;89600;85600;4100;04. Mai
Ulster County;2007;2;89800;85800;4000;04. Mai
Ulster County;2007;3;90200;86600;3600;4.0
Ulster County;2007;4;90500;87200;3300;03. Jun
Ulster County;2007;5;90100;86700;3400;03. Aug
Ulster County;2007;6;91700;87900;3800;04. Feb
Ulster County;2007;7;90800;86600;4200;04. Jun
Ulster County;2007;8;90400;86300;4000;04. Mai
Ulster County;2007;9;90100;86300;3800;04. MŠr
Ulster County;2007;10;90400;86700;3700;04. Jan
Ulster County;2007;11;90400;86400;3900;04. Apr
Ulster County;2007;12;89700;85400;4300;04. Aug
Ulster County;2006;1;91100;86800;4300;04. Jul
Ulster County;2006;2;91700;87300;4400;04. Aug
Ulster County;2006;3;92300;88300;4000;04. Apr
Ulster County;2006;4;93100;89300;3800;04. Jan
Ulster County;2006;5;92700;89000;3700;4.0
Ulster County;2006;6;94300;90400;3900;04. Jan
Ulster County;2006;7;93800;89500;4200;04. Mai
Ulster County;2006;8;93400;89500;3900;04. Feb
Ulster County;2006;9;92100;88500;3600;03. Sep
Ulster County;2006;10;92700;89400;3200;03. Mai
Ulster County;2006;11;92100;88700;3400;03. Jul
Ulster County;2006;12;91700;88400;3400;03. Jul
Ulster County;2005;1;90100;85400;4600;05. Jan
Ulster County;2005;2;90600;86000;4600;05. Jan
Ulster County;2005;3;90700;86900;3900;04. MŠr
Ulster County;2005;4;91700;88000;3700;4.0
Ulster County;2005;5;92000;88300;3700;4.0
Ulster County;2005;6;93600;89600;4000;04. MŠr
Ulster County;2005;7;92800;88600;4200;04. Mai
Ulster County;2005;8;92500;88600;3900;04. Feb
Ulster County;2005;9;91900;88000;4000;04. MŠr
Ulster County;2005;10;92300;88600;3700;4.0
Ulster County;2005;11;91500;87600;3900;04. MŠr
Ulster County;2005;12;91400;87500;3800;04. Feb
Ulster County;2004;1;90500;85200;5300;05. Aug
Ulster County;2004;2;90900;85700;5100;05. Jul
Ulster County;2004;3;91300;86300;5000;05. Mai
Ulster County;2004;4;90900;86700;4200;04. Jun
Ulster County;2004;5;90800;86700;4100;04. Mai
Ulster County;2004;6;92100;87500;4600;5.0
Ulster County;2004;7;92100;87600;4600;5.0
Ulster County;2004;8;91400;86900;4500;04. Sep
Ulster County;2004;9;90700;86600;4200;04. Jun
Ulster County;2004;10;91100;87100;4000;04. Apr
Ulster County;2004;11;91100;87100;4100;04. Mai
Ulster County;2004;12;90900;86600;4300;04. Jul
Ulster County;2003;1;91200;86600;4600;5.0
Ulster County;2003;2;92000;87600;4400;04. Aug
Ulster County;2003;3;92000;87900;4000;04. Apr
Ulster County;2003;4;92100;88300;3800;04. Jan
Ulster County;2003;5;91900;88100;3800;04. Jan
Ulster County;2003;6;93700;89300;4400;04. Jul
Ulster County;2003;7;91400;86900;4400;04. Sep
Ulster County;2003;8;91200;87000;4300;04. Jul
Ulster County;2003;9;89700;85500;4200;04. Jul
Ulster County;2003;10;90600;86500;4000;04. Mai
Ulster County;2003;11;90400;86100;4300;04. Aug
Ulster County;2003;12;89900;85600;4400;04. Aug
Ulster County;2002;1;88500;83700;4700;05. Apr
Ulster County;2002;2;89300;84700;4600;05. Feb
Ulster County;2002;3;89400;85100;4300;04. Aug
Ulster County;2002;4;90100;86200;3900;04. MŠr
Ulster County;2002;5;90200;86400;3800;04. Feb
Ulster County;2002;6;92100;88100;4000;04. MŠr
Ulster County;2002;7;91700;87500;4200;04. Mai
Ulster County;2002;8;91800;87900;4000;04. MŠr
Ulster County;2002;9;91500;87800;3700;4.0
Ulster County;2002;10;92000;88500;3600;03. Sep
Ulster County;2002;11;91200;87400;3800;04. Feb
Ulster County;2002;12;91800;87900;3900;04. MŠr
Ulster County;2001;1;87500;83800;3700;04. Feb
Ulster County;2001;2;87200;83700;3400;4.0
Ulster County;2001;3;87700;84600;3200;03. Jun
Ulster County;2001;4;87700;84800;2800;03. Feb
Ulster County;2001;5;87700;85000;2700;03. Jan
Ulster County;2001;6;89300;86200;3100;03. Mai
Ulster County;2001;7;88700;85300;3300;03. Aug
Ulster County;2001;8;88100;84600;3500;4.0
Ulster County;2001;9;88200;84900;3400;03. Aug
Ulster County;2001;10;88900;85500;3400;03. Sep
Ulster County;2001;11;88700;85100;3600;04. Jan
Ulster County;2001;12;89000;85000;4000;04. Mai
Ulster County;2000;1;87900;84100;3700;04. MŠr
Ulster County;2000;2;88700;84900;3800;04. MŠr
Ulster County;2000;3;89400;86200;3300;03. Jul
Ulster County;2000;4;88900;86100;2800;03. Feb
Ulster County;2000;5;89000;86100;2900;03. Feb
Ulster County;2000;6;90000;87000;3000;03. MŠr
Ulster County;2000;7;88100;84800;3200;03. Jul
Ulster County;2000;8;87900;84600;3200;03. Jul
Ulster County;2000;9;86900;83800;3100;03. Mai
Ulster County;2000;10;87400;84700;2800;03. Feb
Ulster County;2000;11;87500;84700;2900;03. MŠr
Ulster County;2000;12;87700;84900;2800;03. Feb
Ulster County;1999;1;81700;78300;3400;04. Feb
Ulster County;1999;2;83500;80100;3400;04. Jan
Ulster County;1999;3;84200;81100;3100;03. Jul
Ulster County;1999;4;84700;82000;2700;03. Feb
Ulster County;1999;5;85300;82800;2500;02. Sep
Ulster County;1999;6;86500;83600;2900;03. MŠr
Ulster County;1999;7;83900;80500;3400;04. Jan
Ulster County;1999;8;83300;80100;3200;03. Sep
Ulster County;1999;9;82500;79600;2900;03. Mai
Ulster County;1999;10;82500;79900;2600;03. Jan
Ulster County;1999;11;82300;79700;2600;03. Jan
Ulster County;1999;12;82600;80000;2600;03. Jan
Ulster County;1998;1;81500;77900;3600;04. Apr
Ulster County;1998;2;82900;79400;3400;04. Jan
Ulster County;1998;3;84300;81300;3000;03. Mai
Ulster County;1998;4;82400;80000;2500;3.0
Ulster County;1998;5;82800;80300;2500;3.0
Ulster County;1998;6;83900;81200;2700;03. MŠr
Ulster County;1998;7;82500;79400;3200;03. Aug
Ulster County;1998;8;82100;79000;3100;03. Aug
Ulster County;1998;9;82200;79200;3000;03. Jun
Ulster County;1998;10;81800;79300;2500;3.0
Ulster County;1998;11;81900;79400;2600;03. Jan
Ulster County;1998;12;81600;79000;2600;03. Feb
Ulster County;1997;1;78800;74800;3900;5.0
Ulster County;1997;2;79700;75800;3900;04. Aug
Ulster County;1997;3;80900;77100;3800;04. Jun
Ulster County;1997;4;81400;78200;3100;03. Sep
Ulster County;1997;5;82300;79300;3000;03. Jun
Ulster County;1997;6;82700;79300;3400;04. Jan
Ulster County;1997;7;83200;79200;4000;04. Aug
Ulster County;1997;8;82400;78700;3700;04. Apr
Ulster County;1997;9;80500;77400;3200;03. Sep
Ulster County;1997;10;80600;77900;2700;03. MŠr
Ulster County;1997;11;80200;77400;2800;03. Mai
Ulster County;1997;12;79400;76400;3000;03. Jul
Ulster County;1996;1;75900;71300;4600;06. Jan
Ulster County;1996;2;76800;72300;4500;05. Aug
Ulster County;1996;3;76800;72600;4200;05. Apr
Ulster County;1996;4;77700;74100;3600;04. Jun
Ulster County;1996;5;78400;74900;3500;04. Mai
Ulster County;1996;6;79200;75600;3600;04. Mai
Ulster County;1996;7;79700;75900;3800;04. Aug
Ulster County;1996;8;79000;75800;3300;04. Jan
Ulster County;1996;9;77800;75100;2800;03. Jun
Ulster County;1996;10;78300;75600;2700;03. Apr
Ulster County;1996;11;77400;74600;2800;03. Jun
Ulster County;1996;12;77000;74100;3000;03. Aug
Ulster County;1995;1;78800;73600;5200;06. Mai
Ulster County;1995;2;79600;74600;5000;06. MŠr
Ulster County;1995;3;79400;74700;4700;05. Sep
Ulster County;1995;4;78600;74100;4500;05. Jul
Ulster County;1995;5;78900;74800;4200;05. MŠr
Ulster County;1995;6;80200;76000;4200;05. MŠr
Ulster County;1995;7;79800;75100;4600;05. Aug
Ulster County;1995;8;78900;74400;4500;05. Jul
Ulster County;1995;9;77200;73300;3900;5.0
Ulster County;1995;10;77300;73900;3400;04. Apr
Ulster County;1995;11;76900;73300;3500;04. Jun
Ulster County;1995;12;76100;72400;3600;04. Aug
Ulster County;1994;1;80900;74300;6600;08. Feb
Ulster County;1994;2;80900;74300;6600;08. Feb
Ulster County;1994;3;80200;74000;6200;07. Jul
Ulster County;1994;4;80000;74500;5600;7.0
Ulster County;1994;5;80900;75800;5100;06. MŠr
Ulster County;1994;6;82700;77100;5600;06. Jul
Ulster County;1994;7;83000;77400;5600;06. Aug
Ulster County;1994;8;82600;77400;5200;06. MŠr
Ulster County;1994;9;80100;75600;4500;05. Jul
Ulster County;1994;10;79400;75100;4300;05. Apr
Ulster County;1994;11;79400;75200;4200;05. Feb
Ulster County;1994;12;78600;74400;4200;05. MŠr
Ulster County;1993;1;83100;76500;6500;07. Sep
Ulster County;1993;2;82900;76500;6400;07. Aug
Ulster County;1993;3;82900;77100;5800;7.0
Ulster County;1993;4;83400;78000;5400;06. Mai
Ulster County;1993;5;84000;78200;5800;06. Sep
Ulster County;1993;6;85400;78300;7000;08. MŠr
Ulster County;1993;7;85100;78500;6600;07. Aug
Ulster County;1993;8;84100;77500;6600;07. Aug
Ulster County;1993;9;82400;76100;6300;07. Jul
Ulster County;1993;10;82700;76600;6100;07. Apr
Ulster County;1993;11;82100;76300;5800;7.0
Ulster County;1993;12;81200;75400;5800;07. Feb
Ulster County;1992;1;83200;77000;6200;07. Apr
Ulster County;1992;2;83000;76700;6400;07. Jul
Ulster County;1992;3;83300;77300;5900;07. Jan
Ulster County;1992;4;83400;78100;5300;06. Apr
Ulster County;1992;5;84800;79300;5400;06. Apr
Ulster County;1992;6;86900;81000;5900;06. Aug
Ulster County;1992;7;87100;81300;5800;06. Jul
Ulster County;1992;8;85300;79500;5800;06. Aug
Ulster County;1992;9;83100;77500;5600;06. Jul
Ulster County;1992;10;82500;77600;5000;6.0
Ulster County;1992;11;82500;77200;5400;06. Mai
Ulster County;1992;12;81400;75900;5500;06. Jul
Ulster County;1991;1;84200;79300;4900;05. Sep
Ulster County;1991;2;84900;79500;5400;06. Apr
Ulster County;1991;3;85400;80200;5200;06. Jan
Ulster County;1991;4;85200;80400;4800;05. Jun
Ulster County;1991;5;85100;80100;5000;05. Sep
Ulster County;1991;6;87900;82500;5400;06. Feb
Ulster County;1991;7;86800;81300;5500;06. Apr
Ulster County;1991;8;86200;80900;5300;06. Jan
Ulster County;1991;9;84200;79300;4900;05. Aug
Ulster County;1991;10;83600;79000;4600;05. Mai
Ulster County;1991;11;82700;78300;4400;05. Apr
Ulster County;1991;12;81800;76800;5100;06. Feb
Ulster County;1990;1;83800;80700;3100;03. Jul
Ulster County;1990;2;83900;80600;3300;4.0
Ulster County;1990;3;84600;81600;3000;03. Jun
Ulster County;1990;4;83900;81100;2800;03. MŠr
Ulster County;1990;5;84000;81400;2600;03. Jan
Ulster County;1990;6;87000;84200;2700;03. Feb
Ulster County;1990;7;87600;84500;3100;03. Mai
Ulster County;1990;8;86700;83600;3100;03. Jun
Ulster County;1990;9;84200;81100;3100;03. Jun
Ulster County;1990;10;84000;81000;2900;03. Mai
Ulster County;1990;11;83600;80200;3400;04. Jan
Ulster County;1990;12;82700;78700;4000;04. Aug
Westchester County;2022;1;489400;471200;18200;03. Jul
Westchester County;2022;2;489500;470700;18800;03. Aug
Westchester County;2022;3;495700;478800;16900;03. Apr
Westchester County;2022;4;491200;476900;14300;02. Sep
Westchester County;2022;5;496900;482400;14500;02. Sep
Westchester County;2022;6;504500;488200;16300;03. Feb
Westchester County;2022;7;505700;488300;17500;03. Mai
Westchester County;2022;8;503000;485100;17900;03. Jun
Westchester County;2022;9;496500;481900;14600;02. Sep
Westchester County;2022;10;496200;482800;13400;02. Jul
Westchester County;2022;11;495000;481200;13900;02. Aug
Westchester County;2022;12;493300;479900;13400;02. Jul
Westchester County;2021;1;478800;448200;30500;06. Apr
